order_id,customer_id,product_id,order_date,quantity,unit_price,discount,payment_method,channel,rating
ORD10361,C0074,P13,2024-09-23,1,170,0.15,Cash,app,4
ORD10255,C0225,P04,02/03/2025,2,"1,800",0,cash,store,3
ORD10693,C0154,P08,01/03/2024,2,"1,980",0.1,M-Pesa,web,4
ORD10411,C0191,P02,2024-04-28,2,720,0.1,Mpesa,App,5
ORD11468,C0090,P07,May 1 2024,2,902,0.05,card,store,4
ORD10434,C0048,P14,Nov 18 2024,5,KES 1600,0,Cash,app,4
ORD10599,C0018,P09,Apr 9 2025,1,3990,0.05,card,Web,4
ORD11123,C0249,P10,2024-02-27,2,700,0,Card,web,3
ORD11550,C0164,P12,2024-03-01,3,KES 350,0,mpesa,store,4
ORD10242,C0274,P19,09/03/2024,1,KES 1500,0,card,Store,4
ORD10592,C0278,P07,Mar 5 2024,2,950,0,mpesa,Store,4
ORD11258,C0103,P18,2024-11-15,3,570,0.05,Cash,Web,4
ORD10939,C0163,P08,2024-10-04,2,"2,200",0,Cash,web,3
ORD11917,C0012,P06,2025-06-03,1,300,0,card,App,5
ORD11429,C0018,P12,Mar 2 2025,60,350,0,Cash,Store,4
ORD10407,C0171,P05,Aug 16 2024,1,KES 5200,0,Card,Web,4
ORD10861,C0186,P08,11/09/2024,2,2200,0,Mpesa,store,3
ORD11969,C0084,P20,08/12/2024,4,1100,0,cash,web,4
ORD10888,C0138,P06,2025-06-06,1,285,0.05,mpesa,web,4
ORD11185,C0170,P01,14/02/2024,2,3325,0.05,M-Pesa,Web,5
ORD10541,C0023,P20,2024-08-17,1,KES 1100,0,Mpesa,App,
ORD11020,C0061,P15,2025-02-24,5,KES 750,0,mpesa,store,4
ORD10611,C0240,P19,02/11/2024,1,1500,0,Cash,App,3
ORD10717,C0116,P17,28/04/2024,1,KES 2380,0.15,cash,store,4
ORD10979,C0142,P11,2024-01-23,40,1805,0.05,M-Pesa,App,3
ORD10556,C0197,P11,Jun 14 2024,5,"1,615",0.15,card,Store,5
ORD11110,C0023,P18,24/02/2024,3,KES 600,0,M-Pesa,app,4
ORD11795,C0209,P06,Jul 26 2024,2,KES 300,0,Mpesa,web,3
ORD10588,C0105,P20,2024-12-28,3,KES 1100,0,card,store,
ORD10904,C0236,P11,Dec 21 2024,5,"1,900",0,card,web,4
ORD11308,C0288,P06,2024-05-24,1,300,0,M-Pesa,web,4
ORD10586,C0020,P14,2025-04-13,1,"1,600",0,M-Pesa,app,3
ORD11784,C0039,P20,2024-07-14,5,1100,0,Mpesa,Store,
ORD11150,C0196,P02,Dec 18 2024,2,760,0.05,Mpesa,app,5
ORD10036,C0229,P20,25/12/2024,1,KES 1045,0.05,M-Pesa,store,2
ORD11834,C0255,P14,2024-11-02,2,1600,0,cash,App,4
ORD11115,C0182,P15,2025-02-07,3,750,0,mpesa,web,4
ORD11327,C0212,P09,Jun 16 2025,2,4200,0,mpesa,App,3
ORD10776,C0078,P14,Nov 25 2024,2,1600,0,Cash,Web,4
ORD11678,C0231,P17,Jun 13 2025,2,2660,0.05,Card,store,4
ORD11301,C0219,P02,12/09/2024,4,KES 800,0,Card,web,3
ORD11456,C0023,P13,Jan 28 2024,2,200,0,Card,App,5
ORD11835,C0016,P13,2024-12-15,2,200,0,M-Pesa,web,5
ORD11280,C0026,P18,2025-03-17,1,KES 570,0.05,Card,Web,4
ORD10356,C0262,P20,2024-06-20,2,935,0.15,mpesa,Web,4
ORD11435,C0017,P20,Nov 14 2024,3,KES 990,0.1,M-Pesa,Store,5
ORD11541,C0293,P19,2024-06-11,2,"1,350",0.1,M-Pesa,web,4
ORD11908,C0144,P13,2025-02-17,4,190,0.05,card,web,2
ORD10103,C0034,P07,2025-03-03,1,KES 950,0,mpesa,Web,2
ORD10397,C0207,P04,04/05/2025,1,1800,0,M-Pesa,Web,3
ORD10623,C0216,P06,2024-06-26,1,300,0,Cash,store,4
ORD11670,C0208,P07,26/05/2025,2,855,0.1,Cash,Web,4
ORD11692,C0022,P15,Jul 1 2024,1,712,0.05,Card,store,1
ORD10472,C0107,P19,May 28 2025,2,1275,0.15,Mpesa,web,4
ORD10125,C0181,P05,14/01/2024,1,KES 4940,0.05,M-Pesa,web,4
ORD11799,C0272,P19,May 21 2024,60,"1,500",0,Card,Store,3
ORD11488,C0040,P07,Mar 6 2025,1,950,0,card,store,4
ORD10930,C0133,P06,04/10/2024,2,270,0.1,card,store,4
ORD11071,C0066,P10,2024-04-11,5,KES 700,0,cash,Web,2
ORD10951,C0058,P19,01/01/2024,2,1350,0.1,mpesa,web,3
ORD10290,C0094,P19,Apr 21 2024,1,"1,500",0,Cash,Web,4
ORD10511,C0197,P14,2024-03-24,1,1600,0,cash,App,4
ORD10221,C0146,P19,May 11 2024,3,KES 1500,0,cash,App,3
ORD11548,C0171,P17,23/12/2024,5,2660,0.05,Mpesa,app,
ORD11587,C0028,P05,2024-03-17,2,5200,0,Cash,app,3
ORD10042,C0121,P06,Mar 11 2024,3,270,0.1,cash,app,5
ORD10348,C0033,P18,17/06/2024,2,600,0,card,Store,4
ORD11748,C0018,P02,23/06/2024,1,800,0,Cash,App,5
ORD11473,C0094,P13,23/03/2025,5,180,0.1,Cash,app,4
ORD10730,C0151,P20,2024-03-09,1,990,0.1,Mpesa,store,4
ORD11717,C0160,P03,2024-10-23,4,KES 2375,0.05,Mpesa,store,4
ORD11745,C0088,P04,2024-01-04,2,1800,0,Cash,Store,4
ORD11910,C0254,P07,22/02/2025,5,950,0,mpesa,Store,4
ORD10297,C0158,P15,2024-02-07,2,750,0,Mpesa,web,4
ORD10251,C0027,P11,17/02/2025,3,1900,0,mpesa,Store,4
ORD10958,C0190,P17,2024-09-01,2,2660,0.05,Mpesa,App,4
ORD10737,C0182,P03,Sep 23 2024,2,2375,0.05,Card,store,4
ORD11886,C0118,P02,2024-09-13,3,800,0,card,Web,5
ORD11824,C0112,P05,2024-08-25,1,"4,940",0.05,mpesa,app,2
ORD11212,C0025,P11,Nov 15 2024,1,"1,615",0.15,mpesa,Web,4
ORD11948,C0111,P15,20/01/2024,2,750,0,mpesa,App,4
ORD10747,C0179,P06,May 5 2025,1,300,0,Card,store,4
ORD11183,C0071,P07,Nov 27 2024,1,950,0,M-Pesa,Web,
ORD11088,C0083,P02,2024-11-04,1,800,0,Cash,App,3
ORD11905,C0232,P12,Aug 1 2024,2,332,0.05,Card,store,3
ORD10648,C0106,P19,Mar 15 2025,2,1500,0,cash,Store,3
ORD11005,C0100,P06,2024-06-03,4,300,0,mpesa,App,3
ORD10946,C0095,P19,Apr 27 2024,2,KES 1500,0,Card,Web,3
ORD10826,C0110,P19,2024-10-09,1,1425,0.05,mpesa,Web,2
ORD10909,C0252,P13,2024-07-20,2,200,0,Mpesa,Store,4
ORD11463,C0201,P05,Feb 9 2024,2,"5,200",0,Mpesa,app,3
ORD10974,C0110,P01,Jul 4 2024,2,KES 3500,0,M-Pesa,web,5
ORD11759,C0200,P06,14/12/2024,5,285,0.05,M-Pesa,App,
ORD10878,C0158,P14,Jan 5 2025,2,1440,0.1,cash,Store,3
ORD11893,C0083,P15,14/01/2025,1,750,0,card,store,3
ORD10001,C0212,P14,24/10/2024,2,KES 1440,0.1,cash,web,4
ORD10454,C0266,P17,May 3 2024,1,KES 2520,0.1,mpesa,App,4
ORD10309,C0091,P20,07/08/2024,1,935,0.15,M-Pesa,App,5
ORD11232,C0078,P04,22/03/2024,1,1710,0.05,mpesa,Store,4
ORD10805,C0272,P10,Nov 12 2024,3,630,0.1,M-Pesa,Web,5
ORD11294,C0291,P15,2025-01-16,1,750,0,cash,Store,4
ORD10753,C0025,P18,2024-01-18,1,600,0,Cash,Store,4
ORD11343,C0022,P14,Jan 1 2025,1,"1,520",0.05,M-Pesa,web,3
ORD10218,C0065,P17,2025-06-06,1,2800,0,cash,Store,2
ORD10244,C0169,P01,May 18 2024,60,3500,0,cash,app,4
ORD11460,C0134,P01,11/03/2024,1,"3,500",0,mpesa,Store,3
ORD11817,C0081,P20,May 15 2024,3,KES 1100,0,M-Pesa,App,2
ORD11607,C0096,P12,2025-02-06,1,350,0,card,web,3
ORD11727,C0059,P14,2024-03-06,2,1360,0.15,Card,Store,4
ORD11690,C0297,P01,Feb 27 2025,2,3500,0,Mpesa,App,2
ORD11063,C0045,P12,04/07/2024,1,350,0,Mpesa,Web,5
ORD11803,C0114,P12,Apr 1 2025,5,KES 332,0.05,Card,Store,3
ORD10920,C0168,P14,06/11/2024,5,1440,0.1,M-Pesa,app,5
ORD11059,C0200,P06,08/06/2024,2,270,0.1,M-Pesa,web,
ORD11940,C0025,P08,23/02/2024,1,"2,090",0.05,mpesa,store,4
ORD11264,C0157,P17,Mar 12 2024,3,2800,0,Card,App,4
ORD11841,C0295,P04,2024-10-01,2,KES 1800,0,cash,web,3
ORD11259,C0187,P18,2024-08-27,1,KES 600,0,M-Pesa,Web,3
ORD11421,C0271,P19,19/08/2024,2,1275,0.15,Card,app,4
ORD11415,C0183,P12,Apr 22 2024,1,350,0,Cash,web,2
ORD10669,C0176,P18,Jun 10 2024,1,600,0,mpesa,Store,5
ORD11637,C0296,P09,2025-02-14,4,4200,0,Mpesa,web,2
ORD10513,C0147,P08,2024-07-26,3,2200,0,card,Web,3
ORD10994,C0158,P14,2024-09-01,4,1360,0.15,mpesa,web,2
ORD10500,C0265,P05,Jun 10 2025,3,"5,200",0,Cash,Web,
ORD10852,C0128,P01,2025-01-06,3,"3,150",0.1,cash,store,4
ORD10147,C0220,P12,21/12/2024,2,350,0,Cash,Web,
ORD11464,C0117,P12,01/07/2024,2,297,0.15,Mpesa,Store,4
ORD11236,C0059,P03,2024-12-06,3,KES 2500,0,M-Pesa,App,4
ORD10497,C0298,P17,02/12/2024,3,KES 2520,0.1,Card,store,3
ORD10352,C0274,P15,May 18 2024,2,KES 750,0,Cash,Web,4
ORD11654,C0154,P13,Jul 23 2024,2,200,0,mpesa,store,4
ORD11097,C0046,P04,2024-04-02,1,1620,0.1,Card,web,3
ORD11809,C0036,P10,17/06/2025,1,KES 665,0.05,Card,store,5
ORD11125,C0072,P01,2024-07-18,2,3150,0.1,M-Pesa,app,4
ORD10690,C0102,P07,2025-01-17,2,KES 807,0.15,cash,web,3
ORD10793,C0096,P16,2024-10-15,3,1080,0.1,M-Pesa,web,4
ORD11465,C0049,P18,22/05/2024,2,600,0,Cash,web,4
ORD11471,C0171,P08,Jan 7 2024,1,"2,090",0.05,Card,web,5
ORD11763,C0081,P15,08/02/2025,5,750,0,Mpesa,store,4
ORD11962,C0245,P10,2025-03-04,2,700,0,card,app,4
ORD11679,C0040,P07,Sep 24 2024,2,950,0,Card,Web,3
ORD10375,C0011,P05,22/05/2024,100,5200,0,card,store,3
ORD11808,C0120,P15,2024-09-03,1,750,0,Cash,Store,3
ORD10148,C0157,P04,17/11/2024,1,"1,800",0,M-Pesa,store,3
ORD10881,C0107,P07,08/11/2024,1,902,0.05,M-Pesa,store,3
ORD11884,C0228,P17,Apr 6 2024,3,KES 2800,0,mpesa,store,4
ORD11624,C0049,P11,2025-03-22,1,1805,0.05,M-Pesa,store,3
ORD11653,C0164,P15,Apr 17 2024,2,712,0.05,Card,store,4
ORD11882,C0206,P07,Feb 28 2024,4,KES 950,0,Card,Store,4
ORD11530,C0006,P04,2024-06-10,2,1710,0.05,mpesa,App,5
ORD11788,C0039,P01,May 19 2024,2,"3,325",0.05,card,Store,5
ORD10478,C0019,P19,13/09/2024,1,1500,0,M-Pesa,web,4
ORD10383,C0142,P07,2025-01-20,1,902,0.05,card,store,4
ORD10988,C0064,P18,18/05/2025,3,570,0.05,Mpesa,Store,5
ORD11761,C0163,P08,2024-11-14,1,"2,090",0.05,Cash,web,5
ORD11050,C0226,P03,Dec 25 2024,4,KES 2500,0,M-Pesa,Store,3
ORD11120,C0289,P09,Jan 9 2024,1,3990,0.05,cash,Store,3
ORD11283,C0245,P07,Nov 7 2024,2,KES 950,0,Mpesa,web,2
ORD11563,C0254,P20,06/07/2024,1,KES 1100,0,Card,App,4
ORD10499,C0290,P16,Nov 17 2024,4,1200,0,Cash,web,2
ORD11922,C0166,P04,2024-03-22,2,1800,0,Cash,Web,4
ORD11879,C0073,P10,Jan 6 2025,2,630,0.1,Cash,web,5
ORD11218,C0214,P02,Mar 12 2024,1,720,0.1,Card,store,5
ORD10276,C0151,P17,2025-05-12,2,KES 2800,0,mpesa,web,3
ORD10350,C0229,P11,2024-04-25,1,1805,0.05,M-Pesa,Store,4
ORD11867,C0032,P01,Mar 5 2025,4,"3,500",0,Mpesa,web,4
ORD11571,C0213,P15,2024-05-18,2,750,0,Cash,App,4
ORD11586,C0225,P07,Jan 18 2024,1,950,0,Cash,web,4
ORD11570,C0268,P09,Sep 27 2024,1,"3,990",0.05,Card,App,5
ORD11146,C0075,P04,27/09/2024,1,KES 1800,0,Card,store,5
ORD11762,C0079,P10,2024-07-10,4,595,0.15,Card,Web,3
ORD10479,C0138,P16,Jul 23 2024,1,"1,140",0.05,Cash,Web,3
ORD10374,C0282,P16,27/05/2024,1,KES 1080,0.1,M-Pesa,Web,2
ORD10360,C0093,P12,Jun 22 2025,2,KES 350,0,Cash,web,3
ORD11827,C0242,P14,Mar 3 2024,1,"1,600",0,Card,Store,4
ORD10136,C0209,P10,2025-02-06,1,630,0.1,Cash,Web,3
ORD11113,C0210,P15,2024-04-03,1,750,0,mpesa,Store,3
ORD11658,C0069,P07,2025-01-25,1,855,0.1,cash,app,5
ORD10954,C0224,P02,Sep 15 2024,1,800,0,Mpesa,app,4
ORD10268,C0157,P15,20/08/2024,1,750,0,M-Pesa,web,2
ORD11198,C0033,P13,2024-08-07,4,200,0,cash,app,4
ORD11310,C0023,P16,14/11/2024,1,"1,200",0,Card,Store,3
ORD11500,C0207,P08,2024-08-03,2,"1,980",0.1,M-Pesa,Web,4
ORD10073,C0206,P02,27/03/2024,1,800,0,Cash,web,3
ORD11285,C0095,P06,2024-12-11,3,270,0.1,Cash,Web,5
ORD11946,C0095,P02,2024-02-16,1,800,0,M-Pesa,app,3
ORD11037,C0166,P02,2024-05-27,4,800,0,mpesa,App,3
ORD11538,C0048,P19,13/07/2024,4,1275,0.15,Cash,web,5
ORD10294,C0035,P03,2025-06-06,2,2500,0,card,Web,3
ORD10980,C0085,P19,Mar 18 2024,1,"1,275",0.15,M-Pesa,store,5
ORD10234,C0093,P14,06/01/2024,4,KES 1600,0,Mpesa,App,4
ORD10959,C0130,P08,Jun 6 2025,4,1870,0.15,card,Web,3
ORD10465,C0178,P13,13/03/2024,2,190,0.05,Card,store,4
ORD11633,C0075,P13,Jan 11 2025,1,200,0,mpesa,web,3
ORD11944,C0101,P03,Jan 8 2025,2,2375,0.05,Cash,store,4
ORD10658,C0080,P19,17/05/2025,1,KES 1350,0.1,Card,app,3
ORD11250,C0199,P13,Jun 1 2024,1,180,0.1,mpesa,app,
ORD10126,C0080,P17,Aug 28 2024,3,2800,0,Card,app,3
ORD11496,C0199,P03,Jan 21 2024,40,"2,500",0,cash,web,5
ORD10048,C0208,P13,12/02/2025,2,KES 200,0,mpesa,store,4
ORD11254,C0177,P01,05/10/2024,2,3500,0,M-Pesa,App,4
ORD10052,C0296,P12,2024-02-23,5,KES 332,0.05,Cash,store,5
ORD10127,C0040,P04,2024-05-12,4,1800,0,card,Store,2
ORD11281,C0051,P01,Apr 28 2025,1,KES 3500,0,card,store,3
ORD11757,C0243,P08,Sep 6 2024,2,2090,0.05,cash,web,2
ORD11537,C0039,P16,01/03/2025,1,KES 1200,0,card,App,4
ORD10368,C0128,P18,2024-04-13,1,600,0,Cash,Store,5
ORD11904,C0256,P07,2024-01-14,4,902,0.05,Cash,Store,5
ORD11980,C0087,P10,2025-06-09,4,665,0.05,M-Pesa,store,
ORD11632,C0061,P20,2024-03-08,2,1045,0.05,Mpesa,store,4
ORD11514,C0215,P03,Nov 22 2024,2,"2,125",0.15,Card,app,4
ORD11252,C0202,P05,25/03/2024,2,"5,200",0,Cash,Web,4
ORD11181,C0063,P01,2025-06-26,1,"3,500",0,M-Pesa,store,3
ORD10710,C0116,P05,13/06/2025,4,4680,0.1,card,app,3
ORD10414,C0006,P13,17/02/2025,2,KES 200,0,Card,web,4
ORD11720,C0137,P12,2025-02-25,2,297,0.15,Cash,app,
ORD10055,C0151,P10,Jun 24 2024,1,665,0.05,M-Pesa,store,4
ORD10998,C0233,P17,2025-03-19,3,KES 2800,0,Card,web,3
ORD11710,C0046,P18,Jun 28 2025,1,570,0.05,card,web,3
ORD10990,C0205,P20,2024-10-10,3,1045,0.05,Mpesa,app,3
ORD10786,C0235,P03,01/11/2024,2,2125,0.15,Mpesa,app,3
ORD11775,C0247,P07,Sep 19 2024,2,950,0,M-Pesa,store,4
ORD10999,C0069,P13,Nov 2 2024,5,200,0,M-Pesa,Store,3
ORD10849,C0211,P04,Jan 1 2024,2,1710,0.05,M-Pesa,Store,4
ORD10002,C0055,P05,2024-06-20,1,KES 4940,0.05,Cash,Web,2
ORD10743,C0049,P17,Sep 2 2024,1,"2,380",0.15,M-Pesa,web,4
ORD10144,C0156,P06,Apr 16 2025,2,300,0,Card,Store,4
ORD11190,C0249,P20,Mar 3 2024,1,1100,0,Card,Web,4
ORD11696,C0050,P19,Mar 4 2025,2,"1,500",0,M-Pesa,Store,2
ORD11109,C0089,P08,09/09/2024,2,1980,0.1,M-Pesa,Web,4
ORD11608,C0049,P11,05/07/2024,2,1615,0.15,M-Pesa,Web,4
ORD11869,C0219,P04,12/04/2025,1,1710,0.05,cash,app,3
ORD11011,C0249,P16,Feb 7 2025,3,"1,200",0,mpesa,store,4
ORD10104,C0076,P16,2024-05-18,4,1140,0.05,mpesa,app,3
ORD10504,C0280,P07,09/04/2025,2,950,0,Cash,Web,3
ORD10673,C0029,P14,Dec 1 2024,2,KES 1520,0.05,Mpesa,store,4
ORD10482,C0005,P20,22/12/2024,40,KES 1100,0,card,Store,4
ORD11174,C0064,P05,Jun 26 2025,2,4940,0.05,card,Store,4
ORD11730,C0148,P08,2024-07-24,3,2200,0,Cash,web,4
ORD10784,C0043,P12,Apr 7 2025,1,350,0,card,Web,4
ORD10227,C0216,P02,2024-10-16,4,720,0.1,card,App,4
ORD11040,C0100,P09,May 26 2025,4,4200,0,Mpesa,app,2
ORD10855,C0018,P09,Feb 9 2025,2,"4,200",0,Card,app,1
ORD10653,C0108,P09,23/04/2024,1,KES 4200,0,cash,App,2
ORD10215,C0078,P19,17/02/2024,5,1425,0.05,Card,store,4
ORD11347,C0135,P18,Jun 5 2025,1,600,0,M-Pesa,app,4
ORD10812,C0145,P08,2025-01-01,2,2200,0,M-Pesa,App,3
ORD10664,C0117,P08,07/04/2025,2,2090,0.05,Card,Web,3
ORD10269,C0067,P07,Jul 14 2024,2,KES 950,0,M-Pesa,Store,3
ORD11810,C0205,P20,2024-06-16,2,"1,100",0,cash,Web,3
ORD11547,C0184,P20,10/02/2024,1,"1,100",0,M-Pesa,Store,
ORD10310,C0204,P13,26/06/2024,2,190,0.05,cash,app,3
ORD10333,C0194,P13,2025-06-09,5,200,0,M-Pesa,Web,4
ORD10370,C0096,P13,04/12/2024,2,200,0,Mpesa,store,3
ORD10019,C0108,P20,03/02/2024,1,"1,045",0.05,Card,Store,5
ORD10492,C0101,P14,13/03/2024,1,1360,0.15,M-Pesa,App,
ORD11221,C0202,P10,Jul 23 2024,5,700,0,M-Pesa,App,3
ORD10919,C0130,P13,Jun 26 2024,3,170,0.15,Card,web,4
ORD11188,C0281,P07,Oct 13 2024,2,902,0.05,cash,Web,3
ORD10326,C0206,P05,12/01/2024,2,5200,0,card,app,3
ORD10798,C0164,P15,2024-12-24,4,KES 750,0,card,web,3
ORD11540,C0261,P13,04/09/2024,1,KES 200,0,M-Pesa,Web,5
ORD10358,C0141,P01,Apr 6 2024,1,"3,500",0,card,app,5
ORD10444,C0124,P01,Feb 24 2025,1,"3,325",0.05,mpesa,web,4
ORD10214,C0075,P01,02/05/2025,4,3500,0,Cash,store,4
ORD10576,C0194,P13,May 23 2024,3,180,0.1,M-Pesa,Web,5
ORD11728,C0283,P03,16/10/2024,4,2375,0.05,Cash,Store,3
ORD10487,C0136,P12,2024-11-10,1,297,0.15,card,Store,3
ORD11970,C0281,P04,11/05/2024,2,1710,0.05,Card,App,3
ORD11765,C0241,P19,Aug 26 2024,2,1425,0.05,Card,Web,
ORD10344,C0174,P19,16/02/2025,5,KES 1500,0,Cash,store,4
ORD10659,C0008,P03,Nov 20 2024,1,2500,0,Cash,web,3
ORD10799,C0022,P12,28/02/2025,2,297,0.15,cash,app,4
ORD10529,C0211,P20,2025-04-17,1,"1,100",0,Cash,Store,3
ORD11403,C0154,P17,03/06/2025,1,2520,0.1,mpesa,Store,4
ORD11253,C0226,P14,Jan 7 2025,5,KES 1520,0.05,card,app,4
ORD10689,C0064,P13,2024-01-13,2,190,0.05,Card,app,5
ORD10777,C0034,P03,2024-01-28,1,"2,500",0,mpesa,web,3
ORD11626,C0061,P18,2024-09-05,5,600,0,cash,Store,5
ORD11061,C0165,P16,Oct 21 2024,3,1200,0,Cash,Store,3
ORD11443,C0157,P15,2025-04-22,4,750,0,Cash,store,4
ORD10634,C0111,P14,Sep 6 2024,3,"1,600",0,mpesa,Web,3
ORD10564,C0096,P16,2024-10-07,1,1200,0,M-Pesa,app,2
ORD10879,C0195,P01,Jun 14 2025,3,"3,325",0.05,mpesa,Web,4
ORD10205,C0185,P16,22/06/2024,2,KES 1140,0.05,Mpesa,web,4
ORD11329,C0174,P17,Mar 19 2024,1,"2,800",0,Card,app,3
ORD10694,C0128,P06,2024-01-26,1,285,0.05,mpesa,Store,4
ORD10338,C0254,P10,2025-01-26,1,700,0,cash,web,3
ORD11494,C0020,P13,26/01/2025,2,200,0,M-Pesa,app,3
ORD10196,C0109,P06,01/03/2024,3,270,0.1,M-Pesa,web,5
ORD11163,C0129,P08,24/04/2025,1,2090,0.05,Card,Store,4
ORD11311,C0068,P05,14/02/2024,1,5200,0,M-Pesa,web,4
ORD11081,C0233,P13,2025-06-28,1,200,0,M-Pesa,store,2
ORD10140,C0143,P05,Mar 4 2025,1,5200,0,cash,Web,3
ORD10758,C0194,P09,23/07/2024,3,KES 3990,0.05,Cash,store,3
ORD11112,C0188,P15,2024-04-15,1,KES 712,0.05,card,Web,5
ORD10989,C0100,P13,Jul 5 2024,2,200,0,Mpesa,store,3
ORD10934,C0075,P11,2024-06-12,2,"1,900",0,cash,app,5
ORD10132,C0124,P17,2024-03-10,1,2800,0,Cash,Web,3
ORD11687,C0009,P17,2024-08-24,3,2520,0.1,M-Pesa,web,5
ORD11529,C0223,P10,2024-01-14,2,KES 700,0,M-Pesa,Store,3
ORD11492,C0147,P18,2024-01-17,2,600,0,Mpesa,store,3
ORD11634,C0205,P08,Jun 26 2024,2,KES 2090,0.05,Mpesa,Web,5
ORD11686,C0134,P03,2025-05-07,2,2500,0,card,app,4
ORD10045,C0150,P13,Mar 19 2025,1,200,0,Card,store,4
ORD11960,C0042,P18,Mar 3 2025,1,600,0,Card,store,4
ORD11701,C0272,P03,13/03/2025,2,"2,375",0.05,card,App,
ORD11085,C0277,P07,Nov 16 2024,2,950,0,Cash,store,4
ORD10590,C0049,P18,2025-03-18,1,600,0,Cash,Web,4
ORD11595,C0090,P14,07/07/2024,2,1600,0,Cash,store,4
ORD11392,C0016,P08,Jul 8 2024,1,KES 2200,0,Card,Web,4
ORD11430,C0140,P04,Jul 2 2024,1,1710,0.05,Cash,Store,4
ORD10814,C0142,P07,Mar 11 2025,1,950,0,mpesa,web,4
ORD10476,C0028,P15,07/09/2024,1,KES 750,0,card,App,4
ORD11069,C0276,P15,Sep 11 2024,1,750,0,Cash,store,4
ORD11860,C0277,P03,Dec 8 2024,3,KES 2500,0,mpesa,web,3
ORD11999,C0107,P12,09/02/2025,2,315,0.1,Cash,App,4
ORD10373,C0216,P11,22/02/2024,1,1900,0,Card,app,3
ORD10791,C0055,P20,2024-04-03,1,990,0.1,Cash,Web,4
ORD11246,C0022,P05,2025-05-22,1,"5,200",0,Cash,Store,3
ORD10182,C0118,P06,2024-02-16,2,300,0,mpesa,store,5
ORD11434,C0221,P04,2025-01-06,1,KES 1800,0,cash,Web,2
ORD10655,C0190,P19,21/12/2024,4,1500,0,Cash,app,4
ORD10696,C0084,P01,2025-04-01,1,"3,500",0,M-Pesa,app,4
ORD11713,C0233,P02,Aug 15 2024,3,800,0,cash,Store,3
ORD11018,C0257,P10,08/07/2024,5,KES 700,0,cash,app,4
ORD10040,C0055,P11,2025-06-20,2,KES 1900,0,Card,app,3
ORD11295,C0095,P05,Mar 11 2025,2,5200,0,Cash,Store,3
ORD10445,C0293,P14,2024-08-13,2,1520,0.05,Mpesa,store,3
ORD10657,C0007,P09,Dec 16 2024,5,KES 4200,0,mpesa,store,3
ORD11912,C0129,P10,02/08/2024,4,595,0.15,cash,store,4
ORD11277,C0096,P19,20/04/2025,3,KES 1425,0.05,Mpesa,web,5
ORD11454,C0002,P17,2025-05-26,2,2380,0.15,card,Web,4
ORD10087,C0023,P02,25/12/2024,2,760,0.05,M-Pesa,store,5
ORD11643,C0188,P08,2024-04-02,2,1870,0.15,M-Pesa,web,5
ORD11026,C0085,P16,2024-08-13,1,1200,0,M-Pesa,app,2
ORD10314,C0037,P14,Feb 9 2024,5,"1,360",0.15,card,store,5
ORD10941,C0014,P10,Nov 17 2024,1,700,0,mpesa,Web,3
ORD11272,C0076,P08,07/03/2025,2,2200,0,M-Pesa,App,3
ORD10714,C0300,P05,Jul 10 2024,2,4940,0.05,cash,store,4
ORD10313,C0192,P16,12/01/2025,4,1020,0.15,mpesa,store,4
ORD10219,C0133,P08,02/10/2024,3,"2,200",0,Cash,Store,3
ORD11921,C0176,P03,Sep 20 2024,2,2500,0,card,web,3
ORD11705,C0229,P19,14/11/2024,3,"1,425",0.05,mpesa,web,3
ORD10809,C0137,P03,2025-03-23,1,"2,375",0.05,cash,Web,4
ORD10422,C0048,P08,Jul 17 2024,3,"2,090",0.05,Card,web,5
ORD10681,C0250,P02,19/05/2025,1,800,0,card,App,2
ORD10098,C0238,P01,Mar 23 2024,1,KES 3500,0,cash,store,3
ORD10972,C0081,P07,Mar 17 2024,1,950,0,Card,web,4
ORD11982,C0173,P14,Sep 20 2024,1,1600,0,Mpesa,app,3
ORD11323,C0187,P01,20/03/2025,4,"3,500",0,Mpesa,store,3
ORD11165,C0138,P02,12/02/2024,2,800,0,mpesa,store,2
ORD11556,C0024,P14,2024-01-13,4,1600,0,cash,Web,4
ORD11723,C0261,P13,2025-06-19,3,200,0,card,App,5
ORD10895,C0073,P01,23/08/2024,4,"3,500",0,Mpesa,app,2
ORD10083,C0046,P19,2024-10-23,2,KES 1425,0.05,Mpesa,store,4
ORD10804,C0266,P16,20/07/2024,60,1140,0.05,card,web,3
ORD11238,C0058,P17,Feb 11 2025,1,2800,0,Cash,app,4
ORD10770,C0090,P13,15/09/2024,4,KES 200,0,Card,web,
ORD11614,C0206,P18,May 15 2024,4,570,0.05,Card,Web,4
ORD11385,C0029,P01,2024-08-28,1,2975,0.15,Mpesa,store,5
ORD11802,C0148,P16,2025-06-06,2,KES 1140,0.05,M-Pesa,app,3
ORD11976,C0097,P11,2024-03-16,2,1900,0,Card,Web,4
ORD11785,C0041,P02,2025-04-13,1,760,0.05,Mpesa,web,4
ORD10668,C0250,P01,22/11/2024,4,3500,0,cash,app,4
ORD10708,C0100,P05,Aug 19 2024,3,4940,0.05,cash,Store,2
ORD10213,C0071,P14,Feb 17 2025,4,"1,360",0.15,M-Pesa,app,5
ORD10995,C0285,P17,05/05/2025,1,2800,0,Cash,store,3
ORD10819,C0117,P08,Feb 27 2024,2,KES 2200,0,Card,Web,3
